,0,1,size
12152,filing,NN,15
12153,filing,VBG,4
12154,filings,NNS,5
12155,fill,NN,1
12156,fill,VB,7
12157,fill,VBP,1
12158,fill-or-kill,JJ,2
12159,filled,VBD,2
12160,filled,VBN,18
12161,filling,VBG,3
12162,film,NN,9
12163,films,NNS,4
12164,filtering,VBG,2
12165,filters,NNS,1
12166,filth,NN,1
12167,final,JJ,17
12168,finalized,VBD,1
12169,finally,RB,6
12170,finals,NNS,1
12171,finance,NN,13
12172,finance,VB,11
12173,financed,VBD,1
12174,financed,VBN,4
12175,finances,NNS,2
12176,financial,JJ,108
12177,financial-crimes,NNS,1
12178,financial-planning,JJ,3
12179,financial-services,NNS,6
12180,financially,RB,7
12181,financier,NN,7
12182,financiers,NNS,2
12183,financing,NN,40
12184,financing,VBG,5
12185,financings,NNS,1
12186,find,VB,22
12187,find,VBP,4
12188,finding,NN,2
12189,finding,VBG,8
12190,findings,NNS,5
12191,finds,VBZ,2
12192,fine,JJ,8
12193,fine,NN,3
12194,fined,VBD,1
12195,fined,VBN,2
12196,fines,NNS,1
12197,finest,JJS,1
12198,fingerlings,NNS,1
12199,fingerprint,NN,1
12200,finish,VB,1
12201,finished,VBD,10
12202,finished,VBN,2
12203,finishes,VBZ,1
12204,finishing,VBG,5
12205,fire,NN,12
12206,fireball,NN,1
12207,fired,VBD,1
12208,fired,VBN,7
12209,firefighters,NNS,2
12210,firefighting,NN,1
12211,firehoops,NNS,1
12212,firemen,NNS,1
12213,fires,NNS,2
12214,fireworks,NNS,1
12215,firing,NN,1
12216,firm,NN,93
12217,firma,FW,1
12218,firmed,VBD,2
12219,firmer,JJR,3
12220,firmly,RB,1
12221,firmness,NN,1
12222,firms,NNS,53
12223,first,JJ,171
12224,first,RB,4
12225,first-amendment,JJ,1
12226,first-base,JJ,1
12227,first-class,JJ,1
12228,first-grader,NN,1
12229,first-half,JJ,2
12230,first-hand,JJ,1
12231,first-quarter,JJ,4
12232,first-term,JJ,1
12233,first-three,JJ,2
12234,fiscal,JJ,41
12235,fiscal-third,JJ,1
12236,fish,NN,1
12237,fishing,NN,2
12238,fissures,NNS,1
12239,fist,NN,1
12240,fit,NN,2
12241,fit,VB,5
12242,fit,VBP,1
12243,fits,VBZ,4
12244,fitting,JJ,1
12245,five,CD,75
12246,five-and-dime,JJ,1
12247,five-block,JJ,1
12248,five-cent,JJ,2
12249,five-hour,JJ,2
12250,five-member,JJ,1
12251,five-session,JJ,1
12252,five-year,JJ,4
12253,fix,VB,1
12254,fixed,VBN,14
12255,fixed-dollar,JJ,1
12256,fixed-income,NN,1
12257,fixed-price,JJ,2
12258,fixed-rate,JJ,5
12259,fixing,VBG,2
12260,fixtures,NNS,1
12261,flag,NN,8
12262,flagging,JJ,1
12263,flags,NNS,1
12264,flagship,NN,1
12265,flair,NN,1
12266,flamboyant,JJ,2
12267,flames,NNS,1
12268,flash,VB,1
12269,flashes,NNS,1
12270,flashlight,NN,1
12271,flashlights,NNS,2
12272,flashy,JJ,2
12273,flat,JJ,25
12274,flat,RB,1
12275,flat-out,JJ,1
12276,flatness,NN,1
12277,flattened,VBN,2
12278,flavors,NNS,1
12279,flawed,JJ,2
12280,fled,VBD,2
12281,fled,VBN,1
12282,fledgling,NN,4
12283,fleeced,VBN,1
12284,fleeing,VBG,1
12285,fleet,NN,4
12286,fleeting,JJ,1
12287,fleets,NNS,1
12288,flesh,NN,1
12289,flew,VBD,3
12290,flexibility,NN,6
12291,flexible,JJ,3
12292,flier,NN,1
12293,flight,NN,11
12294,flight-attendants,NNS,1
12295,flights,NNS,7
12296,flim-flam,NN,1
12297,flimsy,JJ,1
12298,flings,NNS,1
12299,flip-flop,NN,1
12300,flip-flopped,JJ,1
12301,float,VB,2
12302,floating,VBG,1
12303,floating-rate,JJ,1
12304,flocked,VBD,1
12305,flocked,VBN,1
12306,flocking,VBG,1
12307,flood,NN,2
12308,flooded,VBN,1
12309,floor,NN,40
12310,floors,NNS,3
12311,flopped,VBD,2
12312,floral,JJ,1
12313,flotations,NNS,1
12314,flotilla,NN,1
12315,flourished,VBN,1
12316,flow,NN,10
12317,flow,VB,1
12318,flower-bordered,JJ,1
12319,flowers,NNS,3
12320,flown,VBN,1
12321,flu-like,JJ,1
12322,fluctuate,VB,1
12323,fluctuate,VBP,1
12324,fluctuations,NNS,2
12325,fluid,NN,2
12326,fluke,NN,2
12327,flunk,VBP,2
12328,fluoride,NN,1
12329,flurry,NN,3
12330,flush,VB,1
12331,fly,VB,5
12332,fly,VBP,2
12333,fly-by-night,JJ,1
12334,flying,VBG,7
12335,focus,NN,9
12336,focus,VB,6
12337,focus,VBP,2
12338,focused,VBN,2
12339,focuses,VBZ,1
12340,focusing,VBG,5
12341,foe,NN,1
12342,foes,NNS,4
12343,fog,NN,1
12344,fog,VB,1
12345,foil,NN,1
12346,fold,VBP,1
12347,folded,VBD,1
12348,folk,NN,1
12349,folklore,NN,2
12350,folks,NNS,2
12351,follow,VB,8
12352,follow,VBP,2
12353,follow-on,JJ,1
12354,followed,VBD,8
12355,followed,VBN,5
12356,followers,NNS,1
12357,following,NN,2
12358,following,VBG,30
12359,follows,VBZ,7
12360,food,NN,28
12361,food-fish,NNS,1
12362,food-processing,NN,1
12363,foods,NNS,1
12364,foodstuff,NN,1
12365,fool,NN,1
12366,fooling,VBG,1
12367,foolish,JJ,1
12368,fools,NNS,3
12369,foot,NN,2
12370,foot,VB,1
12371,foot,VBP,1
12372,foot-thick,JJ,1
12373,footage,NN,1
12374,football,NN,2
12375,foothold,NN,1
12376,footnote,NN,2
12377,footwear,NN,1
12378,for,IN,1854
12379,for,JJ,1
12380,for,RB,2
12381,forbade,VBD,1
12382,forbearance,NN,1
12383,force,NN,23
12384,force,VB,6
12385,force,VBP,2
12386,forced,VBD,2
12387,forced,VBN,19
12388,forcefulness,NN,1
12389,forces,NNS,10
12390,forces,VBZ,1
12391,forcing,VBG,4
12392,fore,NN,1
12393,forecast,NN,5
12394,forecast,VB,1
12395,forecast,VBP,2
12396,forecasting,NN,1
12397,forecasts,NNS,8
12398,forecasts,VBZ,2
12399,foregone,JJ,1
12400,foreign,JJ,60
12401,foreign-country,JJ,1
12402,foreign-currency,NN,1
12403,foreign-exchange,JJ,3
12404,foreigners,NNS,5
12405,foresee,VB,1
12406,foreseeable,JJ,2
12407,foreseen,VBN,1
12408,foresees,VBZ,1
12409,forest,NN,7
12410,forest-products,NNS,2
12411,forever,RB,2
12412,forfeit,VB,1
12413,forget,VB,2
12414,forgetting,VBG,2
12415,forging,VBG,1
12416,forgiving,VBG,1
12417,forgotten,VBN,4
12418,forked,JJ,1
12419,form,NN,20
12420,form,VB,5
12421,form-letter,JJ,1
12422,formal,JJ,5
12423,formality,NN,1
12424,formally,RB,6
12425,format,NN,3
12426,formation,NN,2
12427,formed,VBD,2
12428,formed,VBN,4
12429,former,JJ,48
12430,formerly,RB,5
12431,formidable,JJ,1
12432,forming,VBG,1
12433,forms,NNS,2
12434,forms,VBZ,1
12435,formula,NN,5
12436,formulas,NNS,1
12437,formulate,VB,1
12438,forth,RB,3
12439,forthcoming,JJ,2
12440,fortunate,JJ,2
12441,fortune,NN,1
12442,fortunes,NNS,3
12443,forums,NNS,1
12444,forward,JJ,1
12445,forward,RB,6
12446,forwarding,NN,1
12447,forwards,RB,1
12448,fossil,JJ,1
12449,fossil,NN,1
12450,foster,VB,1
12451,fostered,VBD,1
12452,fought,VBD,4
12453,foul-mouthed,JJ,1
12454,fouled,VBN,1
12455,found,VBD,23
12456,found,VBN,8
12457,foundation,NN,4
12458,foundations,NNS,2
12459,founded,VBD,1
12460,founded,VBN,3
12461,founder,NN,7
12462,foundered,VBD,1
12463,foundering,VBG,1
12464,founders,NNS,1
12465,founding,NN,1
12466,fountain,NN,1
12467,four,CD,49
12468,four-day,JJ,4
12469,four-door,JJ,1
12470,four-hour,JJ,1
12471,four-mile,JJ,1
12472,four-page,JJ,1
12473,four-part,JJ,2
12474,four-square-block,JJ,1
12475,four-to-one,RB,1
12476,four-year,JJ,6
12477,four-year-old,JJ,2
12478,fourth,JJ,35
12479,fourth-largest,JJ,2
12480,fourth-quarter,JJ,11
12481,fourthquarter,NN,1
12482,fox,NN,1
12483,foxes,NNS,1
12484,fraction,NN,4
12485,fractionally,RB,1
12486,fractured,VBN,1
12487,fragile,JJ,3
12488,fragility,NN,2
12489,fragment,NN,2
12490,fragmented,JJ,1
12491,frailties,NNS,1
12492,frame,NN,1
12493,frame,VB,1
12494,framed,VBN,1
12495,framers,NNS,1
12496,frames,NNS,1
12497,framing,NN,1
12498,franc,NN,3
12499,franchise,NN,13
12500,franchisee,NN,4
12501,franchisees,NNS,6
12502,franchiser,NN,2
12503,franchisers,NNS,5
12504,francs,NNS,14
12505,frank,JJ,1
12506,frantically,RB,1
12507,fraud,NN,18
12508,frauds,NNS,1
12509,fraudulent,JJ,3
12510,fray,NN,1
12511,freaked,VBN,1
12512,freakishly,RB,1
12513,free,JJ,20
12514,free,VB,2
12515,free-market,JJ,4
12516,freedom,NN,5
12517,freedoms,NNS,2
12518,freefall,NN,1
12519,freeholders,NNS,1
12520,freely,RB,2
12521,freemarket,JJ,1
12522,frees,VBZ,1
12523,freeway,NN,8
12524,freight,NN,16
12525,freight,VB,1
12526,freight-cost,JJ,1
12527,freight-rate,JJ,1
12528,freight-transport,JJ,3
12529,freighters,NNS,1
12530,frenetic,JJ,2
12531,frenzied,JJ,1
12532,frenzy,NN,4
12533,frequency,NN,2
12534,frequent,JJ,2
12535,frequently,RB,6
12536,fresh,JJ,8
12537,freshman,NN,2
12538,freshmen,NNS,3
12539,fret,VBP,1
12540,fretting,VBG,1
12541,friend,NN,5
12542,friendliness,NN,1
12543,friendly,JJ,5
12544,friends,NNS,7
12545,friendship,NN,2
12546,frigates,NNS,1
12547,frightened,VBN,2
12548,frightening,JJ,3
12549,fringe,NN,1
12550,fringes,NNS,1
12551,frittering,VBG,1
12552,from,IN,1045
12553,front,NN,13
12554,frontend,NN,1
12555,frozen,VBN,1
12556,fruit,NN,2
12557,fruition,NN,1
12558,fruitless,JJ,1
12559,fruits,NNS,1
12560,frustration,NN,2
12561,ft.,NN,1
12562,fudging,NN,1
12563,fuel,NN,9
12564,fuel,VB,3
12565,fueled,VBD,1
12566,fueled,VBN,5
12567,fuels,NNS,1
12568,fulfill,VB,2
12569,full,JJ,36
12570,full-fledged,JJ,1
12571,full-page,JJ,2
12572,full-power,JJ,2
12573,full-time,JJ,2
12574,full-year,JJ,7
12575,fully,RB,11
12576,fumpered,VBD,1
12577,fun,NN,1
12578,function,NN,4
12579,functioning,VBG,1
12580,functions,NNS,4
12581,fund,NN,54
12582,fund,VB,4
12583,fund-raiser,NN,2
12584,fund-raisers,NNS,1
12585,fund-raising,NN,4
12586,fundamental,JJ,4
12587,fundamentally,RB,1
12588,fundamentals,NNS,4
12589,funded,VBN,3
12590,funding,NN,10
12591,funds,NNS,100
12592,funds,VBZ,3
12593,funnel,VB,1
12594,funny,JJ,3
12595,fur,NN,10
12596,fur-and-leather,JJ,1
12597,fur-making,JJ,1
12598,furious,JJ,1
12599,furnaces,NNS,1
12600,furnishings,NNS,1
12601,furniture,NN,2
12602,furor,NN,1
12603,furrier,NN,1
12604,furriers,NNS,10
12605,furs,NNS,12
12606,further,JJ,41
12607,further,RB,5
12608,further,RBR,2
12609,further,VB,10
12610,furthering,VBG,1
12611,furthermore,RB,1
12612,fusing,NN,1
12613,fusion,NN,16
12614,futile,JJ,2
12615,future,NN,34
12616,futures,NNS,33
12617,futures-related,JJ,2
12618,futuristic,JJ,1
12619,gain,NN,64
12620,gain,VB,10
12621,gained,VBD,43
12622,gainers,NNS,4
12623,gaining,VBG,2
12624,gains,NNS,49
12625,galaxies,NNS,1
12626,gall,NN,1
12627,gallery,NN,2
12628,galling,JJ,1
12629,galvanized,JJ,6
12630,galvanizing,NN,1
12631,gambit,NN,2
12632,gamble,NN,1
12633,gambler,NN,2
12634,gambling,NN,1
12635,game,NN,24
12636,games,NNS,4
12637,gaming,NN,3
12638,gamma,NN,1
12639,ganglion,NN,1
12640,gangs,NNS,2
12641,gap,NN,6
12642,gaped,VBN,1
12643,garages,NNS,1
12644,gardening,NN,1
12645,garment,NN,1
12646,garments,NNS,1
12647,garner,VBP,1
12648,gas,NN,30
12649,gas,VB,1
12650,gas-fired,JJ,1
12651,gas-station,JJ,1
12652,gases,NNS,2
12653,gasoline,NN,7
12654,gasolines,NNS,1
12655,gates,NNS,1
12656,gateway,NN,1
12657,gathered,VBD,3
12658,gathered,VBN,1
12659,gathering,NN,1
12660,gauge,NN,3
12661,gauge,VB,1
12662,gave,VBD,18
12663,gawky,JJ,1
12664,gay,JJ,1
12665,gaze,VBP,1
12666,gear,NN,3
12667,gear,VBP,1
12668,gearing,VBG,1
12669,gender,NN,1
12670,general,JJ,51
12671,general,NN,11
12672,general-director,NN,1
12673,general-purpose,JJ,2
12674,generalize,VB,1
12675,generally,RB,25
12676,generate,VB,12
12677,generated,VBD,1
12678,generated,VBN,2
12679,generates,VBZ,6
12680,generating,VBG,2
12681,generation,NN,10
12682,generations,NNS,3
12683,generator,NN,1
12684,generators,NNS,1
12685,generic,JJ,3
12686,generically,RB,1
12687,generous,JJ,1
12688,genocide,NN,2
12689,gentleladies,NNS,1
12690,gentlelady,NN,1
12691,gentlemen,NNS,2
12692,gently,RB,2
12693,genuine,JJ,1
12694,geographic,JJ,1
12695,gestational,JJ,1
12696,get,VB,94
12697,get,VBP,17
12698,get-rich-quick,JJ,2
12699,gets,VBZ,17
12700,getting,VBG,46
12701,geysers,NNS,1
12702,giant,NN,13
12703,giants,NNS,7
12704,gibberish,NN,1
12705,gift,NN,3
12706,gifts,NNS,2
12707,gig,NN,1
12708,gilding,NN,1
12709,gilts,NNS,1
12710,gin,NN,9
12711,ginger,NN,1
12712,gingerly,RB,1
12713,girded,VBD,1
12714,girder,NN,1
12715,girding,VBG,1
12716,girl,NN,2
12717,girlfriend,NN,2
12718,gist,NN,1
12719,give,NN,1
12720,give,VB,39
12721,give,VBP,8
12722,given,VBN,35
12723,gives,VBZ,8
12724,giving,VBG,18
12725,glad,JJ,1
12726,glamorous,JJ,2
12727,glamour,NN,1
12728,glanced,VBD,1
12729,glare,NN,2
12730,glasnost,FW,3
12731,glass,NN,8
12732,glass-making,NN,1
12733,gleaned,VBN,1
12734,glee,NN,1
12735,gliding,VBG,1
12736,glimpse,NN,1
12737,glitches,NNS,1
12738,gloat,VB,1
12739,global,JJ,9
12740,global-funds,JJ,1
12741,globulin,NN,1
12742,glorious,JJ,1
12743,glory,NN,4
12744,gloves,NNS,1
12745,glue,NN,2
12746,glued,VBN,2
12747,glutted,VBN,1
12748,go,NN,2
12749,go,VB,58
12750,go,VBP,11
12751,go-ahead,NN,1
12752,goal,NN,10
12753,goals,NNS,7
12754,goatee,NN,1
12755,goes,VBZ,17
12756,going,VBG,75
12757,gold,NN,32
12758,golden,JJ,2
12759,golf,NN,1
12760,gon,VBG,1
12761,gone,VBN,8
12762,good,JJ,89
12763,good,NN,1
12764,good-til-canceled,JJ,1
12765,good-till-canceled,JJ,1
12766,goodies,NNS,2
12767,goods,NNS,17
12768,gorillas,NNS,1
12769,gossip,NN,1
12770,got,VBD,35
12771,got,VBN,2
12772,gotten,VBN,6
12773,gourmet,NN,1
12774,govern,VB,2
12775,governed,VBN,2
12776,governing,VBG,3
12777,government,NN,171
12778,government-guaranteed,JJ,1
12779,government-held,JJ,1
12780,government-owned,JJ,1
12781,government-plus,JJ,1
12782,government-subsidized,JJ,1
12783,governmental,JJ,1
12784,governments,NNS,8
12785,governor,NN,8
12786,governorship,NN,1
12787,grab,NN,2
12788,grab,VB,1
12789,grabbed,VBD,1
12790,grabs,NNS,1
12791,graceful,JJ,2
12792,gracefully,RB,1
12793,graciously,RB,1
12794,grade,NN,1
12795,grades,NNS,2
12796,gradual,JJ,1
12797,gradually,RB,4
12798,graduate,NN,1
12799,graduates,NNS,1
12800,graft,NN,1
12801,graft-riddled,JJ,1
12802,grain,NN,7
12803,grand,JJ,4
12804,grand-prize,NN,1
12805,grandchildren,NNS,1
12806,grandiose,JJ,1
12807,grandkids,NNS,1
12808,grandmother,NN,2
12809,grandparents,NNS,1
12810,granite,NN,1
12811,grant,NN,2
12812,grant,VB,1
12813,grant,VBP,1
12814,granted,VBN,4
12815,grants,NNS,5
12816,graphics,NNS,11
12817,graphite-plastic,JJ,1
12818,grapple,VB,1
12819,grasp,NN,1
12820,grasp,VBP,1
12821,grassroots,NNS,1
12822,grave,JJ,1
12823,grave,NN,1
12824,gravely,RB,1
12825,gravitational,JJ,1
12826,gravity,NN,2
12827,gravy,NN,1
12828,graze,VBP,1
12829,grease,NN,1
12830,great,JJ,29
12831,greater,JJR,13
12832,greater,RBR,1
12833,greatest,JJS,5
12834,greatly,RB,8
12835,greats,NNS,1
12836,greedier,JJR,1
12837,greedy,JJ,3
12838,green,JJ,2
12839,greenfield,NN,1
12840,greenmail,NN,4
12841,greens,NNS,1
12842,greeted,VBN,1
12843,greeting,VBG,1
12844,grew,VBD,10
12845,grew,VBN,3
12846,gridlocked,VBN,1
12847,grievance,NN,1
12848,grievous,JJ,1
12849,grimace,NN,1
12850,grinding,VBG,1
12851,grip,NN,2
12852,grips,NNS,1
12853,gritty,JJ,1
12854,grocery,NN,3
12855,gross,JJ,12
12856,grossly,RB,2
12857,ground,NN,11
12858,ground-cargo,NN,1
12859,ground-handling,NNS,1
12860,groundbreakers,NNS,1
12861,grounded,VBN,1
12862,grounding,VBG,2
12863,grounds,NNS,2
12864,groundwork,NN,1
12865,group,NN,137
12866,group,VBP,4
12867,grouped,VBN,1
12868,groups,NNS,38
12869,grouses,VBZ,1
12870,grovels,VBZ,1
12871,grow,VB,15
12872,grow,VBP,3
12873,growers,NNS,1
12874,growing,VBG,25
12875,grown,VBN,7
12876,grows,VBZ,4
12877,growth,NN,76
12878,grueling,JJ,1
12879,guarantee,NN,7
12880,guarantee,VB,5
12881,guaranteed,VBD,1
12882,guaranteed,VBN,9
12883,guaranteeing,VBG,3
12884,guarantees,NNS,7
12885,guarantees,VBZ,2
12886,guard,NN,3
12887,guardian,NN,2
12888,gubernatorial,JJ,3
12889,guerrilla,NN,2
12890,guerrillas,NNS,2
12891,guess,VBP,2
12892,guessed,VBD,1
12893,guessing,VBG,1
12894,guest,NN,2
12895,guide,NN,3
12896,guide,VB,1
12897,guided,VBD,1
12898,guided,VBN,1
12899,guideline,NN,5
12900,guidelines,NNS,10
12901,guiding,VBG,1
12902,guilders,NNS,1
12903,guilt,NN,2
12904,guilty,JJ,11
12905,gulf,NN,1
12906,gullible,JJ,1
12907,gum,NN,5
12908,gun,NN,1
12909,gunned,VBN,1
12910,gunslinging,VBG,1
12911,gurus,NNS,1
12912,gut,NN,1
12913,guts,NNS,1
12914,gutsy,JJ,1
12915,guy,NN,2
12916,guys,NNS,6
12917,gyrations,NNS,7
12918,habit,NN,1
12919,had,VBD,338
12920,had,VBN,19
12921,hailed,VBD,1
12922,hailed,VBN,1
12923,hails,VBZ,1
12924,hair,NN,2
12925,hairdresser,NN,1
12926,hairline,NN,1
12927,hairspray,NN,1
12928,half,NN,42
12929,half,PDT,10
12930,half,VB,4
12931,half-block,NN,1
12932,half-dozen,NN,1
12933,half-hour,NN,4
12934,half-owned,JJ,1
12935,half-staff,JJ,1
12936,hallowed,JJ,1
12937,halt,NN,3
12938,halt,VB,6
12939,halt,VBP,1
12940,halted,VBD,1
12941,halted,VBN,3
12942,halting,VBG,1
12943,halved,VBN,1
12944,hamburger,NN,1
12945,hampered,VBN,6
12946,hand,NN,22
12947,hand-crafted,JJ,1
12948,hand-held,JJ,1
12949,hand-picked,JJ,1
12950,handbooks,NNS,1
12951,handed,VBD,3
12952,handful,NN,9
12953,handle,VB,14
12954,handle,VBP,1
12955,handled,VBD,1
12956,handled,VBN,2
12957,handles,VBZ,2
12958,handling,NN,5
12959,handling,VBG,1
12960,hands,NNS,22
12961,hands-on,JJ,1
12962,handsomely,RB,1
12963,handstands,NNS,1
12964,handwriting,NN,2
12965,handwritten,JJ,1
12966,handy,JJ,1
12967,hang,VB,1
12968,hang,VBP,1
12969,hanging,VBG,3
12970,hangs,VBZ,1
12971,happen,VB,11
12972,happened,VBD,12
12973,happened,VBN,6
12974,happening,VBG,5
12975,happens,VBZ,4
12976,happiness,NN,1
12977,happy,JJ,4
12978,harbor,NN,3
12979,harbors,NNS,2
12980,hard,JJ,30
12981,hard-boiled,JJ,1
12982,hard-earned,JJ,1
12983,hard-hit,JJ,2
12984,hard-line,JJ,3
12985,harder,JJR,12
12986,hardest,JJS,2
12987,hardliner,NN,1
12988,hardly,RB,9
12989,hardship,NN,1
12990,hardships,NNS,1
12991,hardware,NN,5
12992,hardy,JJ,1
12993,harm,NN,2
12994,harm,VB,2
12995,harmed,VBD,1
12996,harsh,JJ,1
12997,harsher,JJR,1
12998,harshly,RB,2
12999,harshness,NN,1
13000,harvest,NN,4
13001,harvest,VBP,1
13002,harvested,VBN,1
13003,has,VBZ,670
13004,hassle,NN,1
13005,hastily,RB,1
13006,hat,NN,2
13007,hatchet,NN,1
13008,hate,VBP,3
13009,hats,NNS,3
13010,haughty,JJ,1
13011,haul,VB,1
13012,haulage,NN,1
13013,haulers,NNS,2
13014,haunt,VBP,1
13015,haunted,VBN,1
13016,haunting,JJ,1
13017,have,NN,17
13018,have,VB,245
13019,have,VBP,422
13020,haven,NN,2
13021,havens,NNS,1
13022,having,VBG,24
13023,havoc,NN,1
13024,hawk,NN,1
13025,hawking,VBG,1
13026,hawkish,JJ,1
13027,hazard,NN,2
13028,hazardous,JJ,3
13029,hazardous-waste,NN,1
13030,hazards,NNS,2
13031,he,PRP,564
13032,head,NN,30
13033,head,VB,3
13034,head,VBP,1
13035,headed,VBD,4
13036,headed,VBN,9
13037,heading,VBG,4
13038,headline,NN,2
13039,headquarters,NN,20
13040,heads,NNS,3
13041,heads,VBZ,1
13042,headway,NN,1
13043,heady,JJ,1
13044,health,NN,29
13045,health-care,NN,11
13046,health-care-product,NN,1
13047,healthcare,NN,1
13048,healthier,JJR,1
13049,healthy,JJ,9
13050,heap,NN,1
13051,hear,VB,9
13052,hear,VBP,1
13053,heard,VBD,5
13054,heard,VBN,5
13055,hearing,NN,7
13056,hearing,VBG,3
13057,hearings,NNS,9
13058,hears,VBZ,1
13059,heart,NN,12
13060,heart,VB,1
13061,heart-rending,JJ,1
13062,hearts,NNS,1
13063,heat,NN,23
13064,heat,VB,1
13065,heating,VBG,1
13066,heaved,VBD,1
13067,heaved,VBN,2
13068,heavier-than-usual,JJ,1
13069,heaviest,JJS,1
13070,heavily,RB,13
13071,heavy,JJ,37
13072,heavy-construction,NN,1
13073,heavy-duty,JJ,1
13074,heavy-industry,NN,1
13075,hectic,JJ,2
13076,hedge,NN,1
13077,hedge,VB,1
13078,heed,VB,1
13079,heels,NNS,4
13080,heftier,JJR,1
13081,hefty,JJ,5
13082,height,NN,2
13083,heighten,VB,1
13084,heightened,VBN,3
13085,heir,NN,2
13086,held,VBD,8
13087,held,VBN,50
13088,helicopter,NN,4
13089,hell,NN,1
13090,helm,NN,1
13091,helmeted,JJ,1
13092,help,NN,13
13093,help,VB,65
13094,helped,VBD,22
13095,helped,VBN,10
13096,helpful,JJ,2
13097,helping,VBG,8
13098,helps,VBZ,5
13099,hemispheric,JJ,1
13100,hence,RB,2
13101,hepatitis,NN,6
13102,her,PRP,8
13103,her,PRP$,66
13104,herd,NN,1
13105,herds,NNS,1
13106,here,RB,47
13107,hereditary,JJ,1
13108,heretical,JJ,1
13109,hero,NN,1
13110,herself,PRP,2
13111,hesitate,VB,3
13112,hesitate,VBP,1
13113,hesitation,NN,2
13114,hewn,VBN,1
13115,heyday,NN,1
13116,hidden,VBN,2
13117,hide,VB,3
13118,hiders,NNS,1
13119,hierarchy,NN,1
13120,high,JJ,84
13121,high,NN,6
13122,high,RB,1
13123,high-beta,JJ,1
13124,high-definition,JJ,3
13125,high-end,JJ,1
13126,high-grade,JJ,4
13127,high-income,JJ,1
13128,high-interest,JJ,2
13129,high-living,JJ,1
13130,high-octane,JJ,1
13131,high-powered,JJ,1
13132,high-pressure,JJ,1
13133,high-priced,JJ,2
13134,high-profile,JJ,2
13135,high-quality,JJ,3
13136,high-risk,JJ,5
13137,high-school,NN,3
13138,high-tax,JJ,1
13139,high-tech,JJ,4
13140,high-volume,JJ,1
13141,high-yield,JJ,10
13142,high-yielding,JJ,2
13143,higher,JJR,110
13144,higher-income,JJ,1
13145,higher-multiple,JJ,1
13146,higher-priced,JJ,2
13147,higher-than-expected,JJ,1
13148,highest,JJS,14
13149,highest-priced,JJS,1
13150,highest-quality,JJ,2
13151,highest-volume,JJ,1
13152,highlight,VB,2
13153,highlighted,VBD,1
13154,highlighted,VBN,2
13155,highly,RB,11
13156,highly-confident,JJ,1
13157,highs,NNS,1
13158,hightailing,VBG,1
13159,highway,NN,15
13160,highway-relief,JJ,1
13161,highways,NNS,6
13162,hills,NNS,1
13163,him,PRP,58
13164,himself,PRP,24
13165,hinder,VB,2
13166,hindered,VBN,1
13167,hinge,NN,1
13168,hint,VBP,1
13169,hinted,VBD,2
13170,hinterlands,NNS,1
13171,hinting,VBG,1
13172,hints,NNS,2
13173,hire,VB,8
13174,hired,VBD,2
13175,hired,VBN,5
13176,hires,VBZ,2
13177,hiring,VBG,6
13178,his,PRP$,331
13179,historians,NNS,1
13180,historic,JJ,4
13181,historical,JJ,4
13182,historically,RB,2
13183,historicized,VBN,1
13184,history,NN,27
13185,hit,VB,6
13186,hit,VBD,22
13187,hit,VBN,10
13188,hits,NNS,4
13189,hits,VBZ,3
13190,hitting,VBG,2
13191,ho-hum,JJ,1
13192,hoard,NN,1
13193,hoard,VBP,1
13194,hobbled,VBN,2
13195,hobbling,VBG,1
13196,hobby,NN,1
13197,hoc,FW,1
13198,hog,NN,1
13199,hold,NN,5
13200,hold,VB,16
13201,hold,VBP,5
13202,holder,NN,2
13203,holders,NNS,28
13204,holding,NN,6
13205,holding,VBG,37
13206,holdings,NNS,17
13207,holdouts,NNS,2
13208,holds,VBZ,17
13209,hole,NN,3
13210,holed,VBN,1
13211,holiday,NN,4
13212,holidays,NNS,3
13213,hollow,JJ,2
13214,home,NN,50
13215,home,VBP,1
13216,home-building,JJ,1
13217,home-care,JJ,1
13218,home-computer,NN,1
13219,home-improvement,NN,2
13220,home-sharing,NN,1
13221,homeequity,NN,1
13222,homeland,NN,2
13223,homeless,JJ,4
13224,homemaker,NN,2
13225,homeowner,NN,1
13226,homeowners,NNS,2
13227,homes,NNS,16
13228,hometown,NN,2
13229,homosexual,JJ,2
13230,honest,JJ,2
13231,honestly,RB,3
13232,honesty,NN,1
13233,honeymoon,NN,1
13234,honor,NN,2
13235,honorary,JJ,1
13236,hood,NN,1
13237,hook,NN,1
13238,hooking,VBG,1
13239,hooks,NNS,1
13240,hookups,NNS,1
13241,hope,NN,9
13242,hope,VBP,3
13243,hoped,VBD,1
13244,hoped,VBN,5
13245,hopeful,JJ,1
13246,hopeful,NN,2
13247,hopefully,RB,1
13248,hopes,NNS,1
13249,hopes,VBZ,12
13250,hoping,VBG,3
13251,horizon,NN,1
13252,horrible,JJ,5
13253,horrifying,JJ,1
13254,horror,NN,2
13255,horse,NN,1
13256,hosannas,NNS,1
13257,hose,NN,1
13258,hoses,NNS,2
13259,hospital,NN,12
13260,hospitalization,NN,4
13261,hospitalizations,NNS,1
13262,hospitalized,VBN,2
13263,hospitals,NNS,5
13264,host,NN,4
13265,hostile,JJ,9
13266,hostilities,NNS,1
13267,hot,JJ,5
13268,hot-air,JJ,1
13269,hot-dipped,JJ,8
